# f, o1, x1, o2, x2, o3, x3, o4, x4
9.6667e+01 0.0000e+00 0.0000e+00 2.1631e-10 5.3358e-11 3.2405e-14 1.6202e-14 1.5354e-02 4.4835e-03
9.6757e+01 0.0000e+00 0.0000e+00 2.0988e-10 5.1784e-11 3.2465e-14 1.6233e-14 1.5097e-02 4.4097e-03
9.6847e+01 0.0000e+00 0.0000e+00 2.0363e-10 5.0250e-11 3.2526e-14 1.6263e-14 1.4845e-02 4.3372e-03
9.6937e+01 0.0000e+00 0.0000e+00 1.9758e-10 4.8767e-11 1.6293e-14 1.6293e-14 1.4598e-02 4.2659e-03
9.7027e+01 0.0000e+00 0.0000e+00 1.9170e-10 4.7324e-11 1.6323e-14 1.6323e-14 1.4354e-02 4.1958e-03
9.7117e+01 0.0000e+00 0.0000e+00 1.8600e-10 4.5928e-11 1.6354e-14 1.6354e-14 1.4115e-02 4.1269e-03
9.7207e+01 0.0000e+00 0.0000e+00 1.8048e-10 4.4573e-11 1.6384e-14 1.6384e-14 1.3880e-02 4.0591e-03
9.7297e+01 0.0000e+00 0.0000e+00 1.7512e-10 4.3259e-11 1.6414e-14 1.6414e-14 1.3649e-02 3.9925e-03
9.7387e+01 0.0000e+00 0.0000e+00 1.6993e-10 4.1982e-11 1.6445e-14 0.0000e+00 1.3422e-02 3.9270e-03
9.7477e+01 0.0000e+00 0.0000e+00 1.6488e-10 4.0747e-11 1.6475e-14 0.0000e+00 1.3198e-02 3.8626e-03
9.7568e+01 0.0000e+00 0.0000e+00 1.5999e-10 3.9544e-11 1.6506e-14 0.0000e+00 1.2979e-02 3.7993e-03
9.7658e+01 0.0000e+00 0.0000e+00 1.5525e-10 3.8377e-11 1.6536e-14 0.0000e+00 1.2763e-02 3.7371e-03
9.7748e+01 0.0000e+00 0.0000e+00 1.5065e-10 3.7248e-11 1.6567e-14 0.0000e+00 1.2551e-02 3.6759e-03
9.7838e+01 0.0000e+00 0.0000e+00 1.4618e-10 3.6152e-11 1.6597e-14 0.0000e+00 1.2343e-02 3.6157e-03
9.7928e+01 0.0000e+00 0.0000e+00 1.4186e-10 3.5088e-11 1.6628e-14 0.0000e+00 1.2138e-02 3.5566e-03
9.8018e+01 0.0000e+00 0.0000e+00 1.3766e-10 3.4057e-11 1.6659e-14 0.0000e+00 1.1936e-02 3.4984e-03
9.8108e+01 0.0000e+00 0.0000e+00 1.3359e-10 3.3053e-11 1.6689e-14 0.0000e+00 1.1739e-02 3.4413e-03
9.8198e+01 0.0000e+00 0.0000e+00 1.2963e-10 3.2083e-11 1.6720e-14 0.0000e+00 1.1544e-02 3.3850e-03
9.8288e+01 0.0000e+00 0.0000e+00 1.2580e-10 3.1141e-11 1.6751e-14 0.0000e+00 1.1353e-02 3.3298e-03
9.8378e+01 0.0000e+00 0.0000e+00 1.2208e-10 3.0227e-11 1.6781e-14 0.0000e+00 1.1165e-02 3.2754e-03
9.8468e+01 0.0000e+00 0.0000e+00 1.1848e-10 2.9341e-11 1.6812e-14 0.0000e+00 1.0980e-02 3.2220e-03
9.8559e+01 0.0000e+00 0.0000e+00 1.1498e-10 2.8479e-11 1.6843e-14 0.0000e+00 1.0798e-02 3.1694e-03
9.8649e+01 0.0000e+00 0.0000e+00 1.1158e-10 2.7645e-11 1.6874e-14 0.0000e+00 1.0620e-02 3.1178e-03
9.8739e+01 0.0000e+00 0.0000e+00 1.0829e-10 2.6835e-11 1.6904e-14 0.0000e+00 1.0444e-02 3.0670e-03
9.8829e+01 0.0000e+00 0.0000e+00 1.0509e-10 2.6049e-11 1.6935e-14 0.0000e+00 1.0272e-02 3.0170e-03
9.8919e+01 0.0000e+00 0.0000e+00 1.0199e-10 2.5281e-11 1.6966e-14 0.0000e+00 1.0102e-02 2.9679e-03
9.9009e+01 0.0000e+00 0.0000e+00 9.8985e-11 2.4542e-11 1.6997e-14 0.0000e+00 9.9351e-03 2.9196e-03
9.9099e+01 0.0000e+00 0.0000e+00 9.6069e-11 2.3822e-11 1.7028e-14 0.0000e+00 9.7712e-03 2.8721e-03
9.9189e+01 0.0000e+00 0.0000e+00 9.3239e-11 2.3126e-11 1.7059e-14 0.0000e+00 9.6100e-03 2.8254e-03
9.9279e+01 0.0000e+00 0.0000e+00 9.0496e-11 2.2450e-11 1.7090e-14 0.0000e+00 9.4516e-03 2.7795e-03
9.9369e+01 0.0000e+00 0.0000e+00 8.7834e-11 2.1792e-11 1.7121e-14 0.0000e+00 9.2959e-03 2.7344e-03
9.9459e+01 0.0000e+00 0.0000e+00 8.5249e-11 2.1159e-11 1.7152e-14 0.0000e+00 9.1428e-03 2.6900e-03
9.9550e+01 0.0000e+00 0.0000e+00 8.2740e-11 2.0540e-11 1.7183e-14 0.0000e+00 8.9922e-03 2.6463e-03
9.9640e+01 0.0000e+00 0.0000e+00 8.0310e-11 1.9940e-11 1.7214e-14 0.0000e+00 8.8443e-03 2.6034e-03
9.9730e+01 0.0000e+00 0.0000e+00 7.7947e-11 1.9354e-11 1.7245e-14 0.0000e+00 8.6988e-03 2.5612e-03
9.9820e+01 0.0000e+00 0.0000e+00 7.5656e-11 1.8788e-11 1.7277e-14 0.0000e+00 8.5558e-03 2.5197e-03
9.9910e+01 0.0000e+00 0.0000e+00 7.3434e-11 1.8242e-11 1.7308e-14 0.0000e+00 8.4152e-03 2.4789e-03
1.0000e+02 0.0000e+00 0.0000e+00 7.1280e-11 1.7710e-11 1.7339e-14 0.0000e+00 8.2770e-03 2.4387e-03
